tweet_id,user_name,user_screen_name,tweet_full_text,tweet_retweet?,tweet_url,tweet_media_exists?,tweet_public?,tweeted_at
1261631896120733697,鳴戸菫＠幻水ﾘﾓｰﾄ飲み会ありがとうございました！！,@O7tWZBZnez2Ol7d,"ｽﾏﾎからでもここから聞けます！
再生ﾎﾞﾀﾝ押すだけ！！

#ラジオ目安箱2020おかわり

https://t.co/AvmKvPWwDh",FALSE,https://twitter.com/O7tWZBZnez2Ol7d/status/1261631896120733697,FALSE,TRUE,2020/05/16(土) 21:17:38
1261638318082539520,みこと,@mikototto,今日も楽しみにしてます #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/mikototto/status/1261638318082539520,FALSE,TRUE,2020/05/16(土) 21:43:09
1261646683357630464,◎☀ただの玉子ちま☀◎,@tadanotama,"準備できたお～！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/tadanotama/status/1261646683357630464,FALSE,TRUE,2020/05/16(土) 22:16:24
1261647118613139456,幻夢叶,@ruga_27no1,"楽しみ…！待機です！

 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/ruga_27no1/status/1261647118613139456,FALSE,TRUE,2020/05/16(土) 22:18:08
1261649359000625155,鷺前甲or西賀芙蓉,@hakusaikimuti,"睡魔王と闘いつつ待機(今のところ勝ってる)
布団に入り横になったら負けフラグ
#ラジオ目安箱2020おかわり

楽しみ過ぎる",FALSE,https://twitter.com/hakusaikimuti/status/1261649359000625155,FALSE,TRUE,2020/05/16(土) 22:27:02
1261651638516760576,山本樹和@住所不定,@RufusYamamoto,"#ラジオ目安箱2020おかわり 

スタンバイオッケイ https://t.co/7uhCv3jmYF",FALSE,https://twitter.com/RufusYamamoto/status/1261651638516760576,TRUE,TRUE,2020/05/16(土) 22:36:05
1261651665129623552,三都物語20周年も祝う会,@santo_love,"前回の放送で、三都物語の主催（高天原 @takama_iv）様のメッセージも読まれました！

#ラジオ目安箱2020おかわり もうすぐ開始です！

次回の #三都物語88 は7月24日(金祝)都立産業貿易センター台東館６Ｆ開催です☆

＼我らに勝利を！／ https://t.co/e0HDSnVQEM",FALSE,https://twitter.com/santo_love/status/1261651665129623552,FALSE,TRUE,2020/05/16(土) 22:36:11
1261652021058273280,和香,@inoue05100410,"こちらからどうぞ！
すぐに音が出ない時は再生マーク▶︎をクリックしてしばらくお待ち下さい。
２３時からです☺️

https://t.co/JprHPW11PB

#ラジオ目安箱2020おかわり https://t.co/QKLJPUxmHj",FALSE,https://twitter.com/inoue05100410/status/1261652021058273280,FALSE,TRUE,2020/05/16(土) 22:37:36
1261652269629489153,ブラン2号,@blanc_060702,"待機中ですぞ〜
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/blanc_060702/status/1261652269629489153,FALSE,TRUE,2020/05/16(土) 22:38:36
1261654027441303552,歩美@,@takahiro_ayumi_,"幻水好きな人と繋がりたいです(切実)
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/takahiro_ayumi_/status/1261654027441303552,FALSE,TRUE,2020/05/16(土) 22:45:35
1261654301753008129,鳴戸菫＠幻水ﾘﾓｰﾄ飲み会ありがとうございました！！,@O7tWZBZnez2Ol7d,"ﾗｼﾞｵ待機！！！
#ラジオ目安箱2020おかわり https://t.co/iUoeSqOYAS",FALSE,https://twitter.com/O7tWZBZnez2Ol7d/status/1261654301753008129,TRUE,TRUE,2020/05/16(土) 22:46:40
1261654609942048770,鷺前甲or西賀芙蓉,@hakusaikimuti,"今宵のラジオのおともドリンクは
「某コーラのゼロカロリー」
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/hakusaikimuti/status/1261654609942048770,FALSE,TRUE,2020/05/16(土) 22:47:54
1261655136104886275,星(黒)鈴Ø,@heirinn7,"今日このあと23時から3時間はかなり騒がしくします。幻水民以外の方はワードミュートするのおすすめですー！！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/heirinn7/status/1261655136104886275,FALSE,TRUE,2020/05/16(土) 22:49:59
1261655226898997250,◎☀ただの玉子ちま☀◎,@tadanotama,あと１０分！！！！！！！！！！！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/tadanotama/status/1261655226898997250,FALSE,TRUE,2020/05/16(土) 22:50:21
1261655232326406144,和久柊_わぐり@おうちでアルラス,@wakuhiiragi,"楽しみ！！です！！！
接続完了！！

#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/wakuhiiragi/status/1261655232326406144,FALSE,TRUE,2020/05/16(土) 22:50:22
1261655442318520325,キネコ,@kineko_27,"・音が出ない人、一回一時停止してからまた再生してみてね
(PC版で確認済の現象)
・iPhoneの録画機能で内部音声も録音できるよ
(前回放送時に気づきたかった！！)

 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/kineko_27/status/1261655442318520325,FALSE,TRUE,2020/05/16(土) 22:51:12
1261656126493343745,鷺前甲or西賀芙蓉,@hakusaikimuti,"もうす5分前
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/hakusaikimuti/status/1261656126493343745,FALSE,TRUE,2020/05/16(土) 22:53:55
1261656226091294721,篠,@ff_shino,準備オッケー！　#ラジオ目安箱2020おかわり,FALSE,https://twitter.com/ff_shino/status/1261656226091294721,FALSE,TRUE,2020/05/16(土) 22:54:19
1261656271712731142,KAORUKO,@rainbowcreate_t,"なんか緊張してきた……！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/rainbowcreate_t/status/1261656271712731142,FALSE,TRUE,2020/05/16(土) 22:54:30
1261656404399546368,やちぼ,@N9OTHgXSfz4exSx,"準備完了！最初から聞ける喜び！
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/N9OTHgXSfz4exSx/status/1261656404399546368,FALSE,TRUE,2020/05/16(土) 22:55:01
1261656510813270016,ブラン2号,@blanc_060702,あとごふん〜 #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/blanc_060702/status/1261656510813270016,FALSE,TRUE,2020/05/16(土) 22:55:27
1261656569478934529,◎☀ただの玉子ちま☀◎,@tadanotama,"スカイプしながら聞いてます～
楽しみ～～～ #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/tadanotama/status/1261656569478934529,FALSE,TRUE,2020/05/16(土) 22:55:41
1261656608334995456,みこと,@mikototto,あと5分すでに眠い #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/mikototto/status/1261656608334995456,FALSE,TRUE,2020/05/16(土) 22:55:50
1261656833552289792,星野崇,@hoshino_tak,"#ラジオ目安箱2020おかわり

待機～！",FALSE,https://twitter.com/hoshino_tak/status/1261656833552289792,FALSE,TRUE,2020/05/16(土) 22:56:44
1261656962187399170,はらぺこ八郎,@928hachiro,"待機
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/928hachiro/status/1261656962187399170,FALSE,TRUE,2020/05/16(土) 22:57:14
1261657011688624128,らぐ,@rag_v,"今から幻水ラジオなのでちょっと騒がしくなります。ごめんね
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/rag_v/status/1261657011688624128,FALSE,TRUE,2020/05/16(土) 22:57:26
1261657144367042560,和久柊_わぐり@おうちでアルラス,@wakuhiiragi,#ラジオ目安箱2020おかわり https://t.co/GHQr4C7nYH,FALSE,https://twitter.com/wakuhiiragi/status/1261657144367042560,TRUE,TRUE,2020/05/16(土) 22:57:58
1261657196514836480,あとま,@1atoma,"#ラジオ目安箱2020おかわり
はじまるよ～い",FALSE,https://twitter.com/1atoma/status/1261657196514836480,FALSE,TRUE,2020/05/16(土) 22:58:10
1261657217750593536,歩美@,@takahiro_ayumi_,"待機にゃ
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/takahiro_ayumi_/status/1261657217750593536,FALSE,TRUE,2020/05/16(土) 22:58:15
1261657304128081924,黎@総選挙中(6/14まで),@Ray_2pic,"もうすぐ　#ラジオ目安箱2020おかわり
なのでしばしうるさくなるかもです。
気になる方はミュート推奨、幻水好きの方なら一緒に
楽しみませう",FALSE,https://twitter.com/Ray_2pic/status/1261657304128081924,FALSE,TRUE,2020/05/16(土) 22:58:36
1261657327700078594,◎☀ただの玉子ちま☀◎,@tadanotama,騒ぐぞ～～！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/tadanotama/status/1261657327700078594,FALSE,TRUE,2020/05/16(土) 22:58:42
1261657350521253891,桜野,@sakurano_nm,"聞きながらPCでタグ追いかけつつ呟きまくる準備完了…わくわく！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/sakurano_nm/status/1261657350521253891,FALSE,TRUE,2020/05/16(土) 22:58:47
1261657400177651712,セッツァー🃏アトラース・フィル,@s_gabbiani,"今日もよろしくお願い致します！！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/s_gabbiani/status/1261657400177651712,FALSE,TRUE,2020/05/16(土) 22:58:59
1261657402945855489,シズク,@shizuku_mike,しばらくTL煩くします！あとちょっとで始まるよー！！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/shizuku_mike/status/1261657402945855489,FALSE,TRUE,2020/05/16(土) 22:58:59
1261657403654717441,lockdown catteries @ wfh crunch,@artcatteries,#ラジオ目安箱2020おかわり　うえーいやった！！！,FALSE,https://twitter.com/artcatteries/status/1261657403654717441,FALSE,TRUE,2020/05/16(土) 22:59:00
1261657438027046912,トキ((( ´△｀))),@KigenToki,待機！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/KigenToki/status/1261657438027046912,FALSE,TRUE,2020/05/16(土) 22:59:08
1261657444922454017,ふみぞの🍊,@fumizonomikan,"#ラジオ目安箱2020おかわり
楽しみー！！ https://t.co/oselUCR8wY",FALSE,https://twitter.com/fumizonomikan/status/1261657444922454017,TRUE,TRUE,2020/05/16(土) 22:59:09
1261657546420445186,九,@kyu393kyu3,待機〜！楽しみ！！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/kyu393kyu3/status/1261657546420445186,FALSE,TRUE,2020/05/16(土) 22:59:34
1261657554133741568,山本樹和@住所不定,@RufusYamamoto,"オッサンそれ田辺の備長炭や

#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/RufusYamamoto/status/1261657554133741568,FALSE,TRUE,2020/05/16(土) 22:59:36
1261657572760674305,◎☀ただの玉子ちま☀◎,@tadanotama,あと１分！！！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/tadanotama/status/1261657572760674305,FALSE,TRUE,2020/05/16(土) 22:59:40
1261657634446311424,こむ@聖.剣.3.T.O.M漬け,@komitin01,"幻水ﾗｼﾞｵｽﾀﾝﾊﾞｲ!
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/komitin01/status/1261657634446311424,FALSE,TRUE,2020/05/16(土) 22:59:55
1261657654281166849,さいり🌊新刊の通販始めました。,@mizuhara0127,待機ー！騒がしくします！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/mizuhara0127/status/1261657654281166849,FALSE,TRUE,2020/05/16(土) 22:59:59
1261657664519409664,空りんご@アプリちょこっとタロット占い公開中,@MIMILOVEDAISUKI,"今日はラジオを聴きますー！
https://t.co/RZtc577RUA
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/MIMILOVEDAISUKI/status/1261657664519409664,FALSE,TRUE,2020/05/16(土) 23:00:02
1261657715174019075,Blue,@suirinblue,"#ラジオ目安箱2020おかわり
これを楽しみに今日働いてきた！",FALSE,https://twitter.com/suirinblue/status/1261657715174019075,FALSE,TRUE,2020/05/16(土) 23:00:14
1261657715471835137,みこと,@mikototto,時間だ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/mikototto/status/1261657715471835137,FALSE,TRUE,2020/05/16(土) 23:00:14
1261657717438963712,てらこち,@teracochi,"すみません、しばらく騒いでしまいます～！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/teracochi/status/1261657717438963712,FALSE,TRUE,2020/05/16(土) 23:00:14
1261657721041850368,歩美@,@takahiro_ayumi_,"はじまた。
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/takahiro_ayumi_/status/1261657721041850368,FALSE,TRUE,2020/05/16(土) 23:00:15
1261657747008786433,ブラン2号,@blanc_060702,始まった！！！！！！！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/blanc_060702/status/1261657747008786433,FALSE,TRUE,2020/05/16(土) 23:00:22
1261657764490702850,セッツァー🃏アトラース・フィル,@s_gabbiani,"ないた
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/s_gabbiani/status/1261657764490702850,FALSE,TRUE,2020/05/16(土) 23:00:26
1261657795247484929,キシロ,@kishirohde,"幻水ラジオおかわり始まったよー
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/kishirohde/status/1261657795247484929,FALSE,TRUE,2020/05/16(土) 23:00:33
1261657807499063298,鷺前甲or西賀芙蓉,@hakusaikimuti,"あ、はじまった！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/hakusaikimuti/status/1261657807499063298,FALSE,TRUE,2020/05/16(土) 23:00:36
1261657809923346433,sako,@odolupusg,"楽しみ〜

 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/odolupusg/status/1261657809923346433,FALSE,TRUE,2020/05/16(土) 23:00:37
1261657816546152451,シズク,@shizuku_mike,キターーーーーー！！！！！！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/shizuku_mike/status/1261657816546152451,FALSE,TRUE,2020/05/16(土) 23:00:38
1261657821248024578,ブラン2号,@blanc_060702,"OPから素晴らしすぎない？？？？？？？？
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/blanc_060702/status/1261657821248024578,FALSE,TRUE,2020/05/16(土) 23:00:39
1261657825748545538,篠,@ff_shino,始まった～～♪ヽ(´▽｀)/  #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/ff_shino/status/1261657825748545538,FALSE,TRUE,2020/05/16(土) 23:00:40
1261657840281743365,セッツァー🃏アトラース・フィル,@s_gabbiani,"毎回この始まり泣かせに来てる
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/s_gabbiani/status/1261657840281743365,FALSE,TRUE,2020/05/16(土) 23:00:44
1261657859198119937,crown,@crown_tt_12345,"始まった！！！
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/crown_tt_12345/status/1261657859198119937,FALSE,TRUE,2020/05/16(土) 23:00:48
1261657871277715457,グミ子,@gumico3,はじまたー！！（パチパチパチ） #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/gumico3/status/1261657871277715457,FALSE,TRUE,2020/05/16(土) 23:00:51
1261657876390490112,ブラン2号,@blanc_060702,こんばんはー！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/blanc_060702/status/1261657876390490112,FALSE,TRUE,2020/05/16(土) 23:00:52
1261657881029443584,鳴戸菫＠幻水ﾘﾓｰﾄ飲み会ありがとうございました！！,@O7tWZBZnez2Ol7d,"ｵｰﾌﾟﾆﾝｸﾞから熱すぎやろ！！！！！

#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/O7tWZBZnez2Ol7d/status/1261657881029443584,FALSE,TRUE,2020/05/16(土) 23:00:53
1261657887568363528,星(黒)鈴Ø,@heirinn7,"んぎゃーーー！！！！！はじまった！！オープニング！！！

#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/heirinn7/status/1261657887568363528,FALSE,TRUE,2020/05/16(土) 23:00:55
1261657889103478784,ヒカリバヤ🎏三都に行きたい,@hikaribaya,"はじまたーーーーーー！！！！！

#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/hikaribaya/status/1261657889103478784,FALSE,TRUE,2020/05/16(土) 23:00:55
1261657911190671362,和久柊_わぐり@おうちでアルラス,@wakuhiiragi,"はじまっ………
(もう息切れ)

#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/wakuhiiragi/status/1261657911190671362,FALSE,TRUE,2020/05/16(土) 23:01:01
1261657911475892224,けい,@kei_ku_ra,"👏👏👏👏👏👏👏👏👏👏👏👏
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/kei_ku_ra/status/1261657911475892224,FALSE,TRUE,2020/05/16(土) 23:01:01
1261657940747907077,れー,@101_rei,👏👏はじまりました👏👏 #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/101_rei/status/1261657940747907077,FALSE,TRUE,2020/05/16(土) 23:01:08
1261657951988670471,はらぺこ八郎,@928hachiro,"(☝ ˘ω˘)☝ふぅー！！
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/928hachiro/status/1261657951988670471,FALSE,TRUE,2020/05/16(土) 23:01:10
1261657971609579520,幻夢叶,@ruga_27no1,"始まった！よろしくお願いします！！
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/ruga_27no1/status/1261657971609579520,FALSE,TRUE,2020/05/16(土) 23:01:15
1261657977930444800,かにまん,@kaniman_gs,#ラジオ目安箱2020おかわり　タグはこれで良いのかな？,FALSE,https://twitter.com/kaniman_gs/status/1261657977930444800,FALSE,TRUE,2020/05/16(土) 23:01:17
1261657999988281344,たちゅん,@Mouse10Peace04,"始まった！
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/Mouse10Peace04/status/1261657999988281344,FALSE,TRUE,2020/05/16(土) 23:01:22
1261658000101486595,ふみ,@fumi_3v3,"👏
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/fumi_3v3/status/1261658000101486595,FALSE,TRUE,2020/05/16(土) 23:01:22
1261658006757847042,エル,@lllllll_e773,"わーい！始まった！よろしくお願いします😆
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/lllllll_e773/status/1261658006757847042,FALSE,TRUE,2020/05/16(土) 23:01:23
1261658008251060230,ぴょん,@no1_spring_nh,始まった〜！ #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/no1_spring_nh/status/1261658008251060230,FALSE,TRUE,2020/05/16(土) 23:01:24
1261658030338277377,じじい,@anekoko,"始まった〜☺️ 今回も楽しみにしてました
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/anekoko/status/1261658030338277377,FALSE,TRUE,2020/05/16(土) 23:01:29
1261658030707314689,lockdown catteries @ wfh crunch,@artcatteries,it's started! #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/artcatteries/status/1261658030707314689,FALSE,TRUE,2020/05/16(土) 23:01:29
1261658034519982081,あとま,@1atoma,"はじまった～！
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/1atoma/status/1261658034519982081,FALSE,TRUE,2020/05/16(土) 23:01:30
1261658041251840001,早桃,@samomo01,"わーい！楽しみにしてました 
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/samomo01/status/1261658041251840001,FALSE,TRUE,2020/05/16(土) 23:01:32
1261658045529985025,トキ((( ´△｀))),@KigenToki,始まったのに！今！足りない物が…！← #ラジオ目安箱2020おかわり,FALSE,https://twitter.com/KigenToki/status/1261658045529985025,FALSE,TRUE,2020/05/16(土) 23:01:33
1261658052802932737,Blue,@suirinblue,"#ラジオ目安箱2020おかわり
始まったよー！！ヤドランカ～！！",FALSE,https://twitter.com/suirinblue/status/1261658052802932737,FALSE,TRUE,2020/05/16(土) 23:01:34
1261658055453732865,いたる🔥,@itaru_yyy,"#ラジオ目安箱2020おかわり
やっぱ片付け並行してる場合じゃない！！！！！！！！あああーーーーーーーーー作業止める！！！",FALSE,https://twitter.com/itaru_yyy/status/1261658055453732865,FALSE,TRUE,2020/05/16(土) 23:01:35
1261658063041204224,歩美@,@takahiro_ayumi_,"CMなしノンストップ？！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/takahiro_ayumi_/status/1261658063041204224,FALSE,TRUE,2020/05/16(土) 23:01:37
1261658093793849345,◎☀ただの玉子ちま☀◎,@tadanotama,ちょっとズレて聞こえてる～～～～！！！でも聞ける！！！　#ラジオ目安箱2020おかわり,FALSE,https://twitter.com/tadanotama/status/1261658093793849345,FALSE,TRUE,2020/05/16(土) 23:01:44
1261658098629881856,綺空(きあ),@kia_lune,予感からが熱い…！！！#ラジオ目安箱2020おかわり,FALSE,https://twitter.com/kia_lune/status/1261658098629881856,FALSE,TRUE,2020/05/16(土) 23:01:45
1261658191504400386,ぴー太,@HaireoLemon,"始まった～！！！
#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/HaireoLemon/status/1261658191504400386,FALSE,TRUE,2020/05/16(土) 23:02:07
1261658203969867776,crown,@crown_tt_12345,"前回実質5分だったからな、一言一言かみしめる
 #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/crown_tt_12345/status/1261658203969867776,FALSE,TRUE,2020/05/16(土) 23:02:10
1261658216233984000,樹,@vned_,"#ラジオ目安箱2020おかわり
幻想水滸伝について、皆さんの語りをまた聞けて幸せです！
おかわり、ありがとうございます！！！",FALSE,https://twitter.com/vned_/status/1261658216233984000,FALSE,TRUE,2020/05/16(土) 23:02:13
1261658240992964608,おーすりー,@oooooooothree,"#ラジオ目安箱2020おかわり
キター！！たのしみ！",FALSE,https://twitter.com/oooooooothree/status/1261658240992964608,FALSE,TRUE,2020/05/16(土) 23:02:19
1261658245195640834,幻夢叶,@ruga_27no1,"先々週だったか…あっという間というか長かったというか…
今日という日をまってました！ #ラジオ目安箱2020おかわり",FALSE,https://twitter.com/ruga_27no1/status/1261658245195640834,FALSE,TRUE,2020/05/16(土) 23:02:20
1261658251478708224,ヒカリバヤ🎏三都に行きたい,@hikaribaya,"ありがとうございます～～！！！！( ；∀；)

#ラジオ目安箱2020おかわり",FALSE,https://twitter.com/hikaribaya/status/1261658251478708224,FALSE,TRUE,2020/05/16(土) 23:02:22
